words,embeddings
2 girls 1 cup,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
assmunch,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
asswhole,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
auto erotic,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
autoerotic,"tensor([ 0.4312, -0.1611, -0.2172,  0.6302, -0.1357,  0.2401, -0.2018, -0.0820,
         0.1198,  0.0409, -0.5106, -0.2643,  0.2695, -0.3268,  0.0999,  0.3252,
        -0.4321,  0.1426,  0.0360,  0.1264,  0.4591, -0.4436, -0.3638,  0.4121,
        -0.3844,  0.1961, -0.0702,  0.3580,  0.0528, -0.4424, -0.0722, -0.4920,
        -0.2171, -0.7445, -0.1078, -0.4649, -0.1188, -0.2144, -0.0804, -0.0742,
         0.1145,  0.6680, -0.2520, -0.2042, -0.0231, -0.3383,  0.0031, -0.0411,
        -0.2201, -0.1208,  0.2350,  0.3083, -0.1048, -0.5627,  0.4390,  0.4967,
         0.4117, -0.0512, -0.4134,  0.2151, -0.0717, -0.2169,  0.1479, -0.0785,
        -0.6739,  0.2463,  0.0774, -1.0726, -0.3164, -0.6369,  0.0305, -0.0620,
         0.2976,  0.4952,  0.0465,  0.2767,  0.5760, -0.1873,  0.0409, -0.4987,
        -0.4410,  0.5316,  1.0486,  0.4773,  0.2613, -0.1049,  0.0219,  0.0634,
        -0.3194, -0.2569,  0.1490, -0.0454, -0.2428,  0.0529,  0.6240, -0.1405,
         0.0134, -0.4554, -0.1698, -0.5059])"
ballsack,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
bastard,"tensor([ 0.0103, -0.1645,  0.7403, -1.3741, -0.4883,  0.4693,  0.1990, -0.2984,
         0.0325,  0.6639, -0.1089,  0.8315, -0.1978,  0.4846,  0.3977,  0.4523,
         0.3675, -0.2326,  0.7389,  0.7947,  0.1454,  0.2489,  0.0810, -0.5707,
         0.3063,  0.5493, -0.3661,  0.3918,  0.0793,  0.2035,  0.4839,  0.0904,
         1.2182,  0.0266, -0.3393,  0.1636, -0.5683,  0.0878,  0.8633, -0.1520,
        -0.4189,  0.4629, -0.6192, -0.6681, -1.0419, -0.4108, -0.0925,  0.2867,
        -0.1464,  0.5976, -0.8367,  0.3332, -0.1205,  0.3596, -0.6312, -0.2649,
        -0.4310,  0.9085, -0.3874, -0.3629,  0.6060,  0.0594, -0.5237, -0.0231,
         0.6465,  0.0586, -0.1809, -0.0533, -0.0847, -0.3580, -0.2803, -0.2462,
         0.5242,  0.1684, -0.3392,  0.8115, -0.2512,  0.3909,  0.3990,  0.0547,
         0.5884, -0.1012,  0.0827,  0.7707, -0.9149,  0.0551,  0.5723, -1.1449,
         0.3939, -0.4208, -0.8393,  0.0020,  0.5973,  0.5263, -0.1588, -0.8343,
        -0.5873, -0.3410, -0.4102, -0.7554])"
bdsm,"tensor([ 1.4376e-01, -1.2044e-01, -5.4707e-01,  6.9751e-02, -5.2471e-01,
         1.0849e+00, -3.3025e-01, -2.6834e-01,  4.0108e-01, -1.4808e-01,
        -5.2269e-01, -8.7028e-01,  2.5946e-01, -1.2343e-01,  2.3990e-02,
         7.4591e-01,  3.1167e-03,  6.5700e-01,  5.5529e-02,  1.4165e-01,
         1.4508e-01, -1.0183e-01,  1.0811e-01,  4.4959e-01, -5.2410e-01,
         3.5340e-02,  2.8275e-01, -4.8490e-01, -5.4426e-01,  4.2298e-01,
        -8.0815e-01, -2.4673e-01, -5.7732e-01, -7.8186e-01,  5.7335e-01,
         4.0286e-01,  3.1778e-01,  7.0966e-01, -5.1493e-02, -5.0769e-01,
        -1.1579e-01,  6.2895e-01,  4.1442e-01, -1.7188e-01, -6.5579e-01,
        -8.4007e-01, -8.5925e-02,  4.4421e-01,  3.9853e-01,  2.9059e-01,
        -1.3626e-01,  7.1594e-01, -7.7663e-01, -5.5590e-01,  1.2441e-01,
         2.2159e-01, -1.7013e-01, -9.7409e-01, -3.8160e-02,  8.6921e-01,
        -6.7329e-01,  1.6022e-01,  1.0889e-03, -1.7300e-01, -4.7555e-02,
         1.4088e-01,  8.6473e-01, -7.0655e-01,  3.3669e-01, -4.7124e-01,
        -4.1332e-01, -2.3121e-01,  5.9280e-01,  8.5963e-01, -1.4312e-01,
        -6.3986e-01, -3.0711e-01,  3.2573e-02,  3.6686e-01, -1.9388e-01,
        -1.5709e+00,  5.3970e-01,  9.0059e-01,  2.8651e-01, -8.2656e-01,
         3.1702e-01, -2.3911e-01,  7.4775e-01,  3.9347e-01, -3.7672e-01,
         6.0739e-02,  1.6570e-02, -3.7895e-02, -7.5585e-01,  1.3051e+00,
        -1.8420e-01, -4.6972e-01, -1.2470e-02,  7.5419e-01,  2.8152e-01])"
beastial,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
beastiality,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
bellend,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
bestial,"tensor([-0.1103, -0.1127,  0.0782,  0.1756, -0.4178,  0.6013,  0.0094, -0.0242,
         0.4235,  0.2255, -0.2046, -0.0574, -0.0257, -0.6322,  0.6472,  1.2786,
        -0.2833,  0.3831,  0.2536,  0.0462,  0.5508,  0.1358, -0.0988, -0.0889,
         0.2440,  0.3859, -0.1500,  0.4787,  0.6216, -0.1443,  0.5817, -0.5396,
        -0.2020, -0.1038,  0.1687, -0.1639, -0.2992, -0.4408,  0.0747,  0.2749,
         0.2462,  0.2528,  0.5291,  0.3935, -0.3033, -0.1754,  0.1868,  0.2083,
        -0.3715,  0.1802, -0.2595,  0.1005,  0.2733, -0.1934,  0.1951,  0.7554,
         0.6568,  0.0352, -0.2657,  0.0334,  0.0641, -0.0155, -0.2134, -0.6619,
        -0.0222, -0.2441, -0.0702, -0.0513,  0.2872, -0.8518, -0.0942, -0.7926,
         0.0265, -0.0677,  0.0225, -0.0932, -0.3243, -0.1573,  0.1862,  0.1580,
         0.2170,  0.9055,  0.2108,  0.6720,  0.1353, -0.2289,  0.1800, -0.4175,
         0.0727, -0.1220,  0.2976, -0.0764, -0.0496,  0.4708,  0.8249, -0.6134,
        -0.3959, -0.2474,  0.0217,  0.1005])"
bestiality,"tensor([ 0.2235, -0.1467,  0.2260,  0.3703,  0.1158,  0.5578, -0.3357, -0.4078,
         0.4454, -0.2466,  0.0178,  0.3216, -0.4417,  0.5149,  0.9399,  0.6435,
        -0.0989,  0.5488, -0.9124, -0.0398, -0.1520,  0.0329,  0.1537,  0.0163,
         0.4841,  0.5075,  0.1328,  0.0397, -0.3520,  0.2001,  0.5384, -0.4238,
        -0.1982,  0.0148,  0.3120, -0.0872, -0.0472, -0.5362, -0.1040,  0.0814,
         0.4948,  0.8956, -0.0362, -0.1978, -1.0393, -0.4158,  0.2820,  0.1137,
        -0.3149, -0.3932,  0.0508,  0.3257, -0.1920,  0.0045, -0.2511,  0.6580,
         0.0933, -0.3304, -0.4376, -0.2078, -0.5077,  0.3804,  0.5697, -0.5394,
         0.0088,  0.6428,  0.8195, -0.6509,  0.3033,  0.0458,  0.0781, -0.6477,
         0.3451,  0.8867,  0.1899,  0.5380, -0.5451,  0.3948,  0.1834,  0.2619,
        -0.2728,  0.0286,  1.4182,  0.4304, -0.7322,  0.0216, -0.1413,  0.5288,
         0.0589,  0.1265,  0.0360, -0.1276, -0.0992, -0.1252,  0.5778, -0.8179,
        -0.4813, -0.6137,  0.2213,  0.1062])"
bimbo,"tensor([ 0.7569, -0.2891, -0.2353, -0.4917, -0.9869,  0.3500,  0.2742,  0.0742,
         0.5508,  0.3305, -0.0649, -0.8904,  0.1459,  0.1103,  0.0252,  0.5630,
         0.1457,  0.7357,  0.1717,  0.7127,  0.1623,  0.4003, -0.9372,  0.7313,
         0.1618,  0.6183,  0.1617, -0.4093, -0.1723, -0.0180,  0.3279, -0.4098,
         0.3833,  0.3372,  0.3007, -0.0652,  0.4455, -0.3416,  0.2782,  0.1907,
        -0.1693, -0.1903,  0.0297,  0.4952, -0.3483,  1.0746, -0.3534,  0.6002,
        -0.0432,  0.1294, -0.9015,  0.6668,  0.1294,  0.0191, -0.7760, -0.0536,
        -0.4200, -0.3051, -0.5927,  0.7354,  0.0335, -0.4053,  0.2690,  0.2525,
         0.3728, -0.0793,  1.1381, -0.2296,  0.2342,  0.1270,  0.3917, -0.2848,
        -0.4256,  0.2459, -0.3965,  0.0395,  0.1674, -0.8402,  0.2022,  0.3073,
        -0.0761, -0.6243,  0.2339,  0.8563,  0.2745, -0.1797,  0.5860,  0.1553,
         0.2652, -0.4228, -0.0097,  0.5725, -0.5595, -0.1216, -0.1594, -0.1119,
         0.0622, -0.6797, -0.3239,  0.6839])"
bimbos,"tensor([ 0.1918,  0.2747,  0.0872, -0.3479, -0.4551,  0.2762, -0.4550, -0.1369,
         0.0342, -0.3965,  0.1947,  0.6434, -0.1717,  0.3722,  0.7058,  0.1089,
        -0.4681,  0.8506,  0.1941, -0.1746, -0.6678,  0.1292, -0.6406,  0.1670,
         0.4993,  0.4873, -0.9197, -0.0256, -0.1453,  0.1994,  0.4100, -0.7439,
         0.5328, -0.6008,  0.4704, -0.0420, -0.4448,  0.0470,  0.2027,  0.0804,
        -0.3578,  0.6675, -0.4017, -0.0208,  0.0661, -0.6772,  0.5380,  0.5842,
        -0.0743,  1.0219, -0.3261, -0.1702, -0.6636,  0.0758,  0.0704,  1.0180,
         0.6340,  0.2375, -0.0651,  0.1131, -0.6193,  0.4275,  0.0065,  0.0774,
        -0.2314, -0.1101,  0.3422,  0.1302, -0.2052, -0.4313, -0.1817, -0.1639,
        -0.0322,  0.4539, -0.7668, -0.1801, -0.2353,  0.0976,  0.5512, -0.3568,
         0.4253,  0.0374,  0.4981,  0.6285, -0.0511, -0.6567, -0.1393,  0.3547,
         0.0052,  0.3310,  0.2033,  0.2637,  0.1108, -0.2384, -0.2488,  0.0675,
         0.1567,  0.1803, -0.3338,  0.0253])"
bitch,"tensor([ 0.3310,  0.0826,  0.6694, -0.8089, -0.2272,  0.3686,  0.2550,  0.1488,
         0.2436,  0.1117, -0.4352,  0.6127, -0.4250,  0.4380,  0.1450,  0.3352,
        -0.0867, -0.4269, -0.2640,  0.7996,  0.2425,  0.5334, -0.4134,  0.1889,
         0.3145,  0.7951, -0.1859,  0.0281,  0.0787, -0.3972,  0.4540,  0.0119,
         1.3632,  0.2483, -0.2964,  0.5852, -0.7743, -0.1001,  1.0813, -0.7588,
        -0.1372,  0.6892, -0.5730, -0.2438, -0.9519, -0.3837, -0.4300,  0.2305,
         0.5181,  0.0637, -1.2968,  0.2487,  0.3898,  0.4034, -0.8710, -0.4459,
         0.3574,  0.7060, -0.1959,  0.0943,  0.3816, -0.1139, -0.8813, -0.2396,
         1.0169,  0.3420,  0.1937, -0.0618,  0.6634, -0.6130,  0.3269, -0.0761,
         0.0497,  0.5478, -0.5431,  0.2687, -0.0381,  0.0678,  0.3235, -0.4642,
        -0.0651, -0.4282, -0.0539, -0.1064, -0.4675, -0.3448,  0.0958, -0.5830,
         0.0473, -0.1560, -0.4108,  0.2295,  0.2704, -0.1968,  0.8372, -0.7331,
        -0.1764,  0.1455,  0.0965, -0.2828])"
bitches,"tensor([ 6.7826e-01,  4.8788e-02,  5.8604e-01, -8.6665e-01, -8.4912e-01,
         3.1358e-01,  2.4237e-01, -1.1072e-01, -1.8458e-01, -4.1500e-01,
         4.2439e-01,  3.1982e-01,  6.2216e-01,  2.0452e-01,  5.4068e-01,
         4.6925e-02,  8.3001e-01,  5.8130e-01, -4.5549e-01, -2.1169e-01,
         8.2697e-01,  2.8445e-01, -2.9929e-01, -2.3875e-02, -1.9587e-01,
         5.1628e-01,  6.8086e-02,  4.8320e-01, -1.3985e-01, -1.6978e-01,
        -3.1032e-01, -4.3105e-01,  7.6308e-01, -4.7101e-01,  1.3374e-01,
        -2.7052e-01,  3.0291e-01,  1.8749e-01,  3.3821e-01, -6.6797e-01,
        -8.2023e-02,  5.8192e-01, -6.0656e-01, -3.5274e-01, -5.3499e-01,
        -8.4572e-01, -6.2261e-01,  1.9553e-01,  1.6030e-01, -1.3780e-01,
        -1.0719e+00,  4.0455e-01, -1.5601e-01, -5.6239e-02,  1.6577e-01,
         7.5541e-01,  7.2525e-01,  3.6894e-01, -8.8961e-01, -1.9484e-01,
        -1.3792e-01, -1.5059e-01, -6.6648e-02, -4.6483e-01,  4.7660e-01,
         2.0678e-01,  5.0901e-01,  5.1128e-01, -1.4597e-01, -8.5001e-01,
        -7.4050e-01, -1.7162e-01,  5.8136e-01,  2.4789e-01, -1.1745e+00,
         1.9367e-01,  4.7643e-02,  2.6898e-04,  9.0087e-02, -1.3939e-01,
         3.2822e-01,  6.7524e-01,  2.9063e-02,  1.3705e+00, -4.8338e-02,
         4.5990e-01,  6.6721e-01, -8.4957e-01,  1.8733e-01, -9.9477e-02,
        -6.0270e-02,  3.1868e-01,  6.8741e-01,  1.5412e-01,  2.7075e-01,
        -9.8061e-02, -5.8395e-01,  2.6796e-01, -8.5610e-03,  5.7581e-01])"
bitchin,"tensor([ 0.0385,  0.2117, -0.0703,  0.3160, -0.4079, -0.3542,  0.2973, -0.0867,
         0.2364, -0.0639,  0.2126, -0.0213, -0.1882,  0.2614, -0.3982,  0.3519,
        -0.6887,  0.8141, -0.1367, -0.0480,  0.2591,  0.6186, -0.4636, -0.5667,
         0.4122,  0.0493, -0.1896, -0.1978, -0.2533,  0.6589,  0.6740, -0.5379,
         0.0914, -0.0544, -0.0457, -0.1415, -0.1447,  0.0342,  0.2982, -0.0453,
         0.3354,  0.3402,  0.2865,  0.4192, -0.1788,  0.1949, -0.6503,  0.8807,
         0.0807,  0.4778, -0.5732, -0.2380, -0.0692,  0.0992, -0.4573,  0.7341,
         0.5980,  0.4830, -0.6413, -0.3326, -0.3977, -0.1219, -0.1094, -0.1349,
        -0.1502,  0.6549, -0.2900, -0.3404, -0.6777, -0.2750,  0.5209,  0.3480,
         0.4771,  0.6149, -0.2973,  0.1846,  0.1895, -0.1715,  0.4120, -0.4143,
         0.0768,  0.3620,  0.6068, -0.2061,  0.0681, -0.1250, -0.0660, -0.2779,
        -0.0706,  0.2963,  0.0831,  0.8288, -0.2765, -0.4614,  0.2513, -0.1122,
        -0.0991,  0.1949, -0.2423,  0.2032])"
bitching,"tensor([ 4.6119e-01,  3.5670e-01,  2.6078e-02,  5.6721e-01, -7.8819e-01,
         4.5152e-01, -3.2456e-01,  2.0154e-01,  4.9355e-01, -8.2442e-01,
         3.9574e-01,  6.6820e-01, -1.8613e-01, -3.6276e-01, -5.6899e-02,
        -4.2040e-01, -8.2368e-01,  5.7494e-01,  3.2816e-01,  9.5862e-02,
         1.0543e-02,  6.9319e-01, -2.5790e-01, -2.9244e-01, -3.4932e-01,
         7.5858e-01,  9.4569e-02,  9.0441e-01,  5.5400e-01, -2.1834e-01,
        -4.7851e-01, -5.6804e-01,  7.8422e-01,  3.1076e-01, -2.2709e-01,
         4.3391e-02, -5.3119e-01, -8.1914e-01,  4.9266e-01, -3.1210e-01,
         2.5030e-02,  6.0969e-01, -2.1188e-02,  4.0000e-01, -2.0643e-01,
         9.3239e-02, -7.6486e-02, -6.3937e-01,  1.7198e-01,  1.6838e-02,
         2.4496e-01,  1.3001e-01, -6.8461e-01,  2.7133e-01, -9.8723e-02,
         8.5070e-01,  5.4807e-01,  2.2376e-01, -8.2371e-01, -3.7936e-01,
         4.8107e-01, -2.2633e-01, -2.3308e-01, -2.4005e-01, -4.4247e-01,
        -4.7434e-01,  7.3990e-01, -1.5594e-02, -1.3645e-01, -9.8014e-02,
        -1.3987e-01,  1.7717e-01,  1.3317e-01,  4.6034e-02, -7.2122e-01,
         4.6026e-01,  4.0944e-01,  1.8217e-01, -4.8515e-01,  4.7083e-02,
        -2.3084e-01,  3.9909e-02,  3.2638e-02,  7.7543e-01,  2.6586e-01,
        -3.8616e-01, -2.7500e-01,  2.3901e-01, -2.2276e-01,  5.5527e-04,
        -2.4529e-01,  4.1470e-01, -1.3791e-01, -2.0070e-01,  2.7284e-01,
        -2.8816e-01,  1.4935e-01, -5.6525e-03,  5.5176e-01,  7.7563e-01])"
blow job,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
blowjob,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
blowjobs,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
blue waffle,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
bondage,"tensor([ 0.3207, -0.0184, -0.0687, -0.2357, -0.4951,  0.4150, -0.4129, -0.0164,
        -0.1871,  0.1165,  0.2328, -0.1481, -0.1565,  0.3558,  0.5801,  0.5282,
        -0.0503,  0.0594,  0.2037, -0.8849,  0.5039, -0.0166,  0.1300,  0.7341,
         0.3376,  0.3229, -0.3795, -0.5960,  0.3076, -0.1254,  0.4433, -0.6359,
        -0.9565, -0.0546,  0.2928,  0.5799, -0.1471,  0.6122, -0.3280, -0.6075,
         0.0345,  0.3978, -0.1951, -0.2289, -0.5924, -0.3700,  0.1974,  0.4864,
         0.2567,  0.3138, -0.5617,  0.9095, -0.5597,  0.7491,  0.0674,  0.0152,
         0.0704, -0.4081,  0.0703,  0.4703,  0.1486,  0.1486, -0.3404, -0.7051,
         0.0404,  0.3338,  0.8846, -0.4977,  0.2625, -0.8307, -0.1994, -0.7451,
         0.1455,  0.9777,  0.1065,  0.5314, -0.2982,  0.1567, -0.3650,  0.1430,
        -1.0084,  0.5987,  1.2144,  0.3669, -0.3911,  0.6585, -0.2845, -0.3838,
         0.1422, -0.7515, -0.0486, -0.4263,  0.6433, -0.4940,  1.1264, -0.9096,
        -0.0726, -0.4036,  0.7151, -0.2295])"
boner,"tensor([ 0.5591, -1.1921, -0.0225,  0.0137, -0.4140, -0.4958,  0.1407, -0.2901,
         0.1986, -0.6942,  0.0801,  0.4365, -0.3953,  0.0272, -0.1889,  0.2896,
         0.2376,  0.0608,  0.5866, -0.3192, -0.0343,  0.3784,  0.1313,  0.1216,
        -0.0942,  0.6309, -0.2335,  0.5886, -0.1604, -0.5755, -0.0180,  0.0567,
         0.3883, -0.1777,  0.2105,  0.3712,  0.0731, -0.1654, -0.0931, -0.6138,
         0.1756,  0.2807, -0.1157,  0.1990, -0.1108, -0.3332, -0.7397,  0.0701,
         0.2456,  0.1628, -0.2081, -0.1754, -0.1212, -0.3399,  0.2691,  0.3302,
         0.6021,  0.2907, -0.5842,  0.0431, -0.0757, -0.0837, -0.0171,  0.5649,
        -0.2284, -0.3876, -0.1833, -0.2921,  0.0583, -0.7009, -0.3173,  0.1220,
         0.2358,  0.5827, -0.0944,  0.0738, -0.1702,  0.1762, -0.1824,  0.2614,
         0.0672, -0.0144,  0.1036, -0.2743,  0.3622, -0.1593,  0.1467, -0.2652,
        -0.1035,  0.1299, -0.0301,  0.2538,  0.2857,  0.4011,  1.1203, -0.3829,
        -0.1558,  0.0205, -0.6960, -0.1827])"
boob,"tensor([ 0.4226,  0.4953, -0.1463, -0.5815, -0.8586, -0.3565, -0.2760,  0.1846,
         0.5456,  0.7754, -0.2284,  0.3270, -0.0671, -0.1238,  0.3744, -0.1644,
        -0.3920,  0.2604,  0.7152, -0.3419,  0.2113,  0.4510, -0.5101, -0.6237,
         1.0417,  0.0792, -0.2654,  0.1829, -0.0625,  0.0823,  0.3548, -0.1167,
         0.5109, -0.4402, -0.2375,  0.7571, -1.0974,  0.3764,  0.1560, -0.0041,
         0.0832,  0.6679, -0.2030, -0.2551,  0.0365,  0.2724, -0.4879, -0.2062,
         0.0649,  0.4540, -0.6545, -0.1048,  0.2483,  0.2477, -0.0115,  0.5806,
         0.7849,  0.0342, -0.5236, -0.5786,  0.2487, -1.0407,  0.0146,  0.1320,
         0.1410, -0.1053,  0.6308, -0.4770, -0.2850, -0.4245,  0.1823,  0.2997,
         0.0872,  0.1522,  0.0512, -0.3794,  0.5275,  0.3413,  0.7919, -0.3794,
         0.0460,  0.1290,  0.4860, -0.1130, -0.5494, -0.2903,  0.4807,  0.2458,
         0.2801, -0.4472, -0.0239,  0.5870,  0.2722,  0.1988,  0.3418, -0.4220,
         0.6396,  0.1564,  0.2268,  0.2557])"
boobs,"tensor([ 0.7167,  0.6673, -0.0808, -0.3087, -0.7482, -0.0172, -0.1188, -0.1225,
         0.2901,  0.1247,  0.3766,  0.4279,  0.3257,  0.4113,  0.1512,  0.5523,
         0.0460,  1.0560, -0.3542,  0.1571,  0.0787,  0.1198,  0.0627, -0.5072,
         0.6311,  0.6608, -0.6008,  0.0681,  0.1787,  0.1008,  0.7765, -0.2370,
         0.8319, -0.0497,  0.1115, -0.3289, -0.4272, -0.1994, -0.1078,  0.5244,
         0.4890,  0.6061, -0.3341,  0.0132, -0.3718, -0.0390, -0.2366,  0.1400,
        -0.0944, -0.0266, -0.7342,  0.2057, -0.2756, -0.1634,  0.0283,  0.5341,
         1.1155,  0.6183, -0.7675, -0.4628, -0.0266,  0.1827, -0.6613,  0.4877,
         0.0607,  0.2500, -0.1856, -0.1448,  0.3813, -0.3705,  0.0376, -0.2635,
         0.5027, -0.4190, -0.2330,  0.4057,  0.1588,  0.3223,  0.2234, -0.2484,
         0.2352,  0.1557,  0.0310,  0.2796, -0.0794, -0.7144, -0.6836, -0.2792,
        -0.7527, -0.0107, -0.3597,  0.2610,  0.6756, -0.1716,  0.2618, -0.5947,
        -0.0999, -0.5058,  0.3804,  0.1223])"
